"active_cases","active_cases_change","cumulative_cases","cumulative_deaths","cumulative_recovered","date_active","province"
293,0,3418,191,2934,"26-07-2020","BC"
262,-31,3498,193,3043,"27-07-2020","BC"
251,-11,3521,194,3076,"28-07-2020","BC"
259,8,3562,194,3109,"29-07-2020","BC"
242,-17,3591,194,3155,"30-07-2020","BC"
279,37,3642,195,3168,"31-07-2020","BC"
279,0,3642,195,3168,"01-08-2020","BC"
279,0,3642,195,3168,"02-08-2020","BC"
280,1,3643,195,3168,"03-08-2020","BC"
320,40,3788,195,3273,"04-08-2020","BC"
351,31,3834,195,3288,"05-08-2020","BC"
371,20,3881,195,3315,"06-08-2020","BC"
385,14,3933,195,3353,"07-08-2020","BC"
385,0,3933,195,3353,"08-08-2020","BC"
385,0,3933,195,3353,"09-08-2020","BC"
443,58,4063,195,3425,"10-08-2020","BC"
469,26,4108,195,3444,"11-08-2020","BC"
529,60,4194,196,3469,"12-08-2020","BC"
584,55,4280,196,3500,"13-08-2020","BC"
626,42,4355,196,3533,"14-08-2020","BC"
626,0,4355,196,3533,"15-08-2020","BC"
626,0,4355,196,3533,"16-08-2020","BC"
743,117,4594,198,3653,"17-08-2020","BC"
775,32,4677,198,3704,"18-08-2020","BC"
798,23,4745,198,3749,"19-08-2020","BC"
780,-18,4825,200,3845,"20-08-2020","BC"
823,43,4914,202,3889,"21-08-2020","BC"
824,1,4915,202,3889,"22-08-2020","BC"
824,0,4915,202,3889,"23-08-2020","BC"
914,90,5185,203,4068,"24-08-2020","BC"
926,12,5243,203,4114,"25-08-2020","BC"
903,-23,5305,203,4199,"26-08-2020","BC"
916,13,5373,204,4253,"27-08-2020","BC"
983,67,5497,204,4310,"28-08-2020","BC"
983,0,5497,204,4310,"29-08-2020","BC"
983,0,5497,204,4310,"30-08-2020","BC"
1178,195,5792,208,4406,"31-08-2020","BC"
1136,-42,5850,209,4505,"01-09-2020","BC"
1139,3,5953,209,4605,"02-09-2020","BC"
1188,49,6042,210,4644,"03-09-2020","BC"
1246,58,6163,211,4706,"04-09-2020","BC"
1246,0,6163,211,4706,"05-09-2020","BC"
1246,0,6163,211,4706,"06-09-2020","BC"
1246,0,6163,211,4706,"07-09-2020","BC"
1400,154,6591,213,4978,"08-09-2020","BC"
1392,-8,6691,213,5086,"09-09-2020","BC"
1427,35,6830,213,5190,"10-09-2020","BC"
1476,49,6962,213,5273,"11-09-2020","BC"
1476,0,6962,213,5273,"12-09-2020","BC"
1476,0,6962,213,5273,"13-09-2020","BC"
1614,138,7279,219,5446,"14-09-2020","BC"
1609,-5,7376,219,5548,"15-09-2020","BC"
1633,24,7498,219,5646,"16-09-2020","BC"
1724,91,7663,220,5719,"17-09-2020","BC"
1822,98,7842,223,5797,"18-09-2020","BC"
1822,0,7842,223,5797,"19-09-2020","BC"
1822,0,7842,223,5797,"20-09-2020","BC"
2009,187,8208,227,5972,"21-09-2020","BC"
1488,-521,8304,227,6589,"22-09-2020","BC"
1399,-89,8395,227,6769,"23-09-2020","BC"
1397,-2,8543,229,6917,"24-09-2020","BC"
1375,-22,8641,230,7036,"25-09-2020","BC"
1375,0,8641,230,7036,"26-09-2020","BC"
1375,0,8641,230,7036,"27-09-2020","BC"
1329,-46,8908,233,7346,"28-09-2020","BC"
1294,-35,9013,234,7485,"29-09-2020","BC"
1313,19,9138,234,7591,"30-09-2020","BC"
1290,-23,9220,235,7695,"01-10-2020","BC"
1330,40,9381,238,7813,"02-10-2020","BC"
1330,0,9381,238,7813,"03-10-2020","BC"
1330,0,9381,238,7813,"04-10-2020","BC"
1382,52,9739,242,8115,"05-10-2020","BC"
1413,31,9841,244,8184,"06-10-2020","BC"
1416,3,9956,244,8296,"07-10-2020","BC"
1423,7,10066,245,8398,"08-10-2020","BC"
1438,15,10185,245,8502,"09-10-2020","BC"
1438,0,10185,245,8502,"10-10-2020","BC"
1438,0,10185,245,8502,"11-10-2020","BC"
1438,0,10185,245,8502,"12-10-2020","BC"
1510,72,10734,250,8974,"13-10-2020","BC"
1530,20,10892,250,9112,"14-10-2020","BC"
1527,-3,11034,250,9257,"15-10-2020","BC"
1551,24,11189,251,9387,"16-10-2020","BC"
1551,0,11189,251,9387,"17-10-2020","BC"
1551,0,11189,251,9387,"18-10-2020","BC"
1681,130,11687,253,9753,"19-10-2020","BC"
1729,48,11854,254,9871,"20-10-2020","BC"
1808,79,12057,256,9993,"21-10-2020","BC"
1961,153,12331,256,10114,"22-10-2020","BC"
2051,90,12554,256,10247,"23-10-2020","BC"
2051,0,12554,256,10247,"24-10-2020","BC"
2051,0,12554,256,10247,"25-10-2020","BC"
2378,327,13371,259,10734,"26-10-2020","BC"
2375,-3,13588,259,10954,"27-10-2020","BC"
2370,-5,13875,261,11244,"28-10-2020","BC"
2399,29,14109,262,11448,"29-10-2020","BC"
2448,49,14381,263,11670,"30-10-2020","BC"
2448,0,14381,263,11670,"31-10-2020","BC"
2448,0,14381,263,11670,"01-11-2020","BC"
3025,577,15501,269,12207,"02-11-2020","BC"
3098,73,15800,272,12430,"03-11-2020","BC"
3203,105,16135,273,12659,"04-11-2020","BC"
3481,278,16560,273,12806,"05-11-2020","BC"
3839,358,17149,275,13035,"06-11-2020","BC"
4405,566,17716,276,13035,"07-11-2020","BC"
4405,0,17716,276,13035,"08-11-2020","BC"
5008,603,18714,281,13425,"09-11-2020","BC"
5251,243,19239,284,13704,"10-11-2020","BC"
5251,0,19239,284,13704,"11-11-2020","BC"
5991,740,20368,288,14089,"12-11-2020","BC"
5794,-197,20985,290,14901,"13-11-2020","BC"
5794,0,20985,290,14901,"14-11-2020","BC"
5794,0,20985,290,14901,"15-11-2020","BC"
6558,764,22944,299,16087,"16-11-2020","BC"
6882,324,23661,310,16469,"17-11-2020","BC"
7188,306,24422,320,16914,"18-11-2020","BC"
7430,242,24958,321,17207,"19-11-2020","BC"
7666,236,25474,331,17477,"20-11-2020","BC"
7666,0,25474,331,17477,"21-11-2020","BC"
7666,0,25474,331,17477,"22-11-2020","BC"
7990,324,27407,348,19069,"23-11-2020","BC"
8385,395,28348,358,19605,"24-11-2020","BC"
8901,516,29086,371,19814,"25-11-2020","BC"
9591,690,29973,384,19998,"26-11-2020","BC"
9185,-406,30884,395,21304,"27-11-2020","BC"
9185,0,30884,395,21304,"28-11-2020","BC"
9185,0,30884,395,21304,"29-11-2020","BC"
9686,501,33238,441,23111,"30-11-2020","BC"
9663,-23,33894,457,23774,"01-12-2020","BC"
9835,172,34728,469,24424,"02-12-2020","BC"
10012,177,35421,481,24928,"03-12-2020","BC"
9982,-30,36132,492,25658,"04-12-2020","BC"
9982,0,36132,492,25658,"05-12-2020","BC"
9982,0,36132,492,25658,"06-12-2020","BC"
10338,356,38152,527,27287,"07-12-2020","BC"
10278,-60,38718,543,27897,"08-12-2020","BC"
10330,52,39337,559,28448,"09-12-2020","BC"
10525,195,40060,587,28948,"10-12-2020","BC"
10601,76,40797,598,29598,"11-12-2020","BC"
10601,0,40797,598,29598,"12-12-2020","BC"
10601,0,40797,598,29598,"13-12-2020","BC"
11089,488,42943,647,31207,"14-12-2020","BC"
10929,-160,43463,668,31866,"15-12-2020","BC"
11035,106,44103,692,32376,"16-12-2020","BC"
11100,65,44776,713,32963,"17-12-2020","BC"
11087,-13,45400,724,33589,"18-12-2020","BC"
11087,0,45400,724,33589,"19-12-2020","BC"
11087,0,45400,724,33589,"20-12-2020","BC"
10846,-241,47066,765,35455,"21-12-2020","BC"
10639,-207,47510,777,36094,"22-12-2020","BC"
10279,-360,48027,796,36952,"23-12-2020","BC"
10017,-262,48609,808,37784,"24-12-2020","BC"
10017,0,48609,808,37784,"25-12-2020","BC"
10017,0,48609,808,37784,"26-12-2020","BC"
10017,0,48609,808,37784,"27-12-2020","BC"
10017,0,48609,808,37784,"28-12-2020","BC"
8758,-1259,50815,882,41175,"29-12-2020","BC"
8726,-32,51300,893,41681,"30-12-2020","BC"
8960,234,51990,901,42129,"31-12-2020","BC"
8960,0,51990,901,42129,"01-01-2021","BC"
8960,0,51990,901,42129,"02-01-2021","BC"
8960,0,51990,901,42129,"03-01-2021","BC"
8026,-934,54201,946,45229,"04-01-2021","BC"
7676,-350,54629,954,45999,"05-01-2021","BC"
7564,-112,55254,962,46728,"06-01-2021","BC"
7671,107,56015,970,47374,"07-01-2021","BC"
7439,-232,56632,988,48205,"08-01-2021","BC"
7439,0,56632,988,48205,"09-01-2021","BC"
7439,0,56632,988,48205,"10-01-2021","BC"
6556,-883,58107,1010,50541,"11-01-2021","BC"
6390,-166,58553,1019,51144,"12-01-2021","BC"
6148,-242,59072,1031,51893,"13-01-2021","BC"
5965,-183,59608,1038,52605,"14-01-2021","BC"
5955,-10,60117,1047,53115,"15-01-2021","BC"
5955,0,60117,1047,53115,"16-01-2021","BC"
5955,0,60117,1047,53115,"17-01-2021","BC"
5713,-242,61447,1078,54656,"18-01-2021","BC"
5723,10,61912,1090,55099,"19-01-2021","BC"
5744,21,62412,1104,55564,"20-01-2021","BC"
0,0,0,0,0,"25-01-2020","Manitoba"
0,0,0,0,0,"26-01-2020","Manitoba"
0,0,0,0,0,"27-01-2020","Manitoba"
0,0,0,0,0,"28-01-2020","Manitoba"
0,0,0,0,0,"29-01-2020","Manitoba"
0,0,0,0,0,"30-01-2020","Manitoba"
0,0,0,0,0,"31-01-2020","Manitoba"
0,0,0,0,0,"01-02-2020","Manitoba"
0,0,0,0,0,"02-02-2020","Manitoba"
0,0,0,0,0,"03-02-2020","Manitoba"
0,0,0,0,0,"04-02-2020","Manitoba"
0,0,0,0,0,"05-02-2020","Manitoba"
0,0,0,0,0,"06-02-2020","Manitoba"
0,0,0,0,0,"07-02-2020","Manitoba"
0,0,0,0,0,"08-02-2020","Manitoba"
0,0,0,0,0,"09-02-2020","Manitoba"
0,0,0,0,0,"10-02-2020","Manitoba"
0,0,0,0,0,"11-02-2020","Manitoba"
0,0,0,0,0,"12-02-2020","Manitoba"
0,0,0,0,0,"13-02-2020","Manitoba"
0,0,0,0,0,"14-02-2020","Manitoba"
0,0,0,0,0,"15-02-2020","Manitoba"
0,0,0,0,0,"16-02-2020","Manitoba"
0,0,0,0,0,"17-02-2020","Manitoba"
0,0,0,0,0,"18-02-2020","Manitoba"
0,0,0,0,0,"19-02-2020","Manitoba"
0,0,0,0,0,"20-02-2020","Manitoba"
0,0,0,0,0,"21-02-2020","Manitoba"
0,0,0,0,0,"22-02-2020","Manitoba"
0,0,0,0,0,"23-02-2020","Manitoba"
0,0,0,0,0,"24-02-2020","Manitoba"
0,0,0,0,0,"25-02-2020","Manitoba"
0,0,0,0,0,"26-02-2020","Manitoba"
0,0,0,0,0,"27-02-2020","Manitoba"
0,0,0,0,0,"28-02-2020","Manitoba"
0,0,0,0,0,"29-02-2020","Manitoba"
0,0,0,0,0,"01-03-2020","Manitoba"
0,0,0,0,0,"02-03-2020","Manitoba"
0,0,0,0,0,"03-03-2020","Manitoba"
0,0,0,0,0,"04-03-2020","Manitoba"
0,0,0,0,0,"05-03-2020","Manitoba"
0,0,0,0,0,"06-03-2020","Manitoba"
0,0,0,0,0,"07-03-2020","Manitoba"
0,0,0,0,0,"08-03-2020","Manitoba"
0,0,0,0,0,"09-03-2020","Manitoba"
0,0,0,0,0,"10-03-2020","Manitoba"
0,0,0,0,0,"11-03-2020","Manitoba"
1,1,1,0,0,"12-03-2020","Manitoba"
4,3,4,0,0,"13-03-2020","Manitoba"
4,0,4,0,0,"14-03-2020","Manitoba"
7,3,7,0,0,"15-03-2020","Manitoba"
8,1,8,0,0,"16-03-2020","Manitoba"
15,7,15,0,0,"17-03-2020","Manitoba"
17,2,17,0,0,"18-03-2020","Manitoba"
17,0,17,0,0,"19-03-2020","Manitoba"
17,0,17,0,0,"20-03-2020","Manitoba"
19,2,19,0,0,"21-03-2020","Manitoba"
19,0,19,0,0,"22-03-2020","Manitoba"
20,1,20,0,0,"23-03-2020","Manitoba"
21,1,21,0,0,"24-03-2020","Manitoba"
35,14,35,0,0,"25-03-2020","Manitoba"
36,1,36,0,0,"26-03-2020","Manitoba"
38,2,39,1,0,"27-03-2020","Manitoba"
63,25,64,1,0,"28-03-2020","Manitoba"
69,6,72,1,2,"29-03-2020","Manitoba"
93,24,96,1,2,"30-03-2020","Manitoba"
98,5,103,1,4,"31-03-2020","Manitoba"
122,24,127,1,4,"01-04-2020","Manitoba"
155,33,167,1,11,"02-04-2020","Manitoba"
169,14,182,2,11,"03-04-2020","Manitoba"
175,6,194,2,17,"04-04-2020","Manitoba"
184,9,203,2,17,"05-04-2020","Manitoba"
185,1,204,2,17,"06-04-2020","Manitoba"
193,8,217,3,21,"07-04-2020","Manitoba"
149,-44,221,3,69,"08-04-2020","Manitoba"
145,-4,224,3,76,"09-04-2020","Manitoba"
134,-11,230,4,92,"10-04-2020","Manitoba"
142,8,242,4,96,"11-04-2020","Manitoba"
142,0,242,4,96,"12-04-2020","Manitoba"
141,-1,244,4,99,"13-04-2020","Manitoba"
141,0,244,4,99,"14-04-2020","Manitoba"
133,-8,246,5,108,"15-04-2020","Manitoba"
124,-9,250,5,121,"16-04-2020","Manitoba"
113,-11,250,5,132,"17-04-2020","Manitoba"
108,-5,253,5,140,"18-04-2020","Manitoba"
105,-3,253,5,143,"19-04-2020","Manitoba"
104,-1,254,6,144,"20-04-2020","Manitoba"
99,-5,255,6,150,"21-04-2020","Manitoba"
97,-2,257,6,154,"22-04-2020","Manitoba"
82,-15,262,6,174,"23-04-2020","Manitoba"
61,-21,263,6,196,"24-04-2020","Manitoba"
62,1,267,6,199,"25-04-2020","Manitoba"
66,4,271,6,199,"26-04-2020","Manitoba"
61,-5,272,6,205,"27-04-2020","Manitoba"
57,-4,272,6,209,"28-04-2020","Manitoba"
54,-3,273,6,213,"29-04-2020","Manitoba"
49,-5,275,6,220,"30-04-2020","Manitoba"
38,-11,279,6,235,"01-05-2020","Manitoba"
37,-1,279,6,236,"02-05-2020","Manitoba"
37,0,280,6,237,"03-05-2020","Manitoba"
36,-1,280,6,238,"04-05-2020","Manitoba"
36,0,281,7,238,"05-05-2020","Manitoba"
34,-2,283,7,242,"06-05-2020","Manitoba"
33,-1,283,7,243,"07-05-2020","Manitoba"
30,-3,284,7,247,"08-05-2020","Manitoba"
30,0,284,7,247,"09-05-2020","Manitoba"
33,3,287,7,247,"10-05-2020","Manitoba"
35,2,289,7,247,"11-05-2020","Manitoba"
31,-4,289,7,251,"12-05-2020","Manitoba"
31,0,289,7,251,"13-05-2020","Manitoba"
30,-1,289,7,252,"14-05-2020","Manitoba"
28,-2,289,7,254,"15-05-2020","Manitoba"
25,-3,289,7,257,"16-05-2020","Manitoba"
25,0,289,7,257,"17-05-2020","Manitoba"
26,1,290,7,257,"18-05-2020","Manitoba"
26,0,290,7,257,"19-05-2020","Manitoba"
23,-3,290,7,260,"20-05-2020","Manitoba"
18,-5,290,7,265,"21-05-2020","Manitoba"
18,0,292,7,267,"22-05-2020","Manitoba"
17,-1,292,7,268,"23-05-2020","Manitoba"
17,0,292,7,268,"24-05-2020","Manitoba"
17,0,292,7,268,"25-05-2020","Manitoba"
16,-1,292,7,269,"26-05-2020","Manitoba"
14,-2,292,7,271,"27-05-2020","Manitoba"
14,0,294,7,273,"28-05-2020","Manitoba"
14,0,294,7,273,"29-05-2020","Manitoba"
9,-5,294,7,278,"30-05-2020","Manitoba"
10,1,295,7,278,"31-05-2020","Manitoba"
10,0,295,7,278,"01-06-2020","Manitoba"
12,2,297,7,278,"02-06-2020","Manitoba"
9,-3,298,7,282,"03-06-2020","Manitoba"
7,-2,298,7,284,"04-06-2020","Manitoba"
9,2,300,7,284,"05-06-2020","Manitoba"
9,0,300,7,284,"06-06-2020","Manitoba"
9,0,300,7,284,"07-06-2020","Manitoba"
9,0,300,7,284,"08-06-2020","Manitoba"
8,-1,300,7,285,"09-06-2020","Manitoba"
8,0,300,7,285,"10-06-2020","Manitoba"
7,-1,300,7,286,"11-06-2020","Manitoba"
5,-2,301,7,289,"12-06-2020","Manitoba"
7,2,303,7,289,"13-06-2020","Manitoba"
8,1,304,7,289,"14-06-2020","Manitoba"
5,-3,304,7,292,"15-06-2020","Manitoba"
5,0,304,7,292,"16-06-2020","Manitoba"
6,1,306,7,293,"17-06-2020","Manitoba"
8,2,308,7,293,"18-06-2020","Manitoba"
11,3,311,7,293,"19-06-2020","Manitoba"
13,2,313,7,293,"20-06-2020","Manitoba"
13,0,313,7,293,"21-06-2020","Manitoba"
14,1,314,7,293,"22-06-2020","Manitoba"
14,0,314,7,293,"23-06-2020","Manitoba"
15,1,315,7,293,"24-06-2020","Manitoba"
15,0,316,7,294,"25-06-2020","Manitoba"
11,-4,318,7,300,"26-06-2020","Manitoba"
15,4,322,7,300,"27-06-2020","Manitoba"
15,0,322,7,300,"28-06-2020","Manitoba"
17,2,324,7,300,"29-06-2020","Manitoba"
18,1,325,7,300,"30-06-2020","Manitoba"
18,0,325,7,300,"01-07-2020","Manitoba"
16,-2,325,7,302,"02-07-2020","Manitoba"
16,0,325,7,302,"03-07-2020","Manitoba"
16,0,325,7,302,"04-07-2020","Manitoba"
16,0,325,7,302,"05-07-2020","Manitoba"
14,-2,325,7,304,"06-07-2020","Manitoba"
11,-3,325,7,307,"07-07-2020","Manitoba"
6,-5,325,7,312,"08-07-2020","Manitoba"
4,-2,325,7,314,"09-07-2020","Manitoba"
4,0,325,7,314,"10-07-2020","Manitoba"
4,0,325,7,314,"11-07-2020","Manitoba"
4,0,325,7,314,"12-07-2020","Manitoba"
1,-3,325,7,317,"13-07-2020","Manitoba"
5,4,330,7,318,"14-07-2020","Manitoba"
5,0,330,7,318,"15-07-2020","Manitoba"
6,1,331,7,318,"16-07-2020","Manitoba"
11,5,336,7,318,"17-07-2020","Manitoba"
11,0,336,7,318,"18-07-2020","Manitoba"
11,0,336,7,318,"19-07-2020","Manitoba"
29,18,354,7,318,"20-07-2020","Manitoba"
41,12,366,7,318,"21-07-2020","Manitoba"
49,8,374,7,318,"22-07-2020","Manitoba"
49,0,375,7,319,"23-07-2020","Manitoba"
58,9,384,7,319,"24-07-2020","Manitoba"
58,0,384,7,319,"25-07-2020","Manitoba"
58,0,384,7,319,"26-07-2020","Manitoba"
73,15,399,7,319,"27-07-2020","Manitoba"
77,4,404,8,319,"28-07-2020","Manitoba"
74,-3,407,8,325,"29-07-2020","Manitoba"
76,2,409,8,325,"30-07-2020","Manitoba"
70,-6,415,8,337,"31-07-2020","Manitoba"
70,0,415,8,337,"01-08-2020","Manitoba"
70,0,415,8,337,"02-08-2020","Manitoba"
70,0,415,8,337,"03-08-2020","Manitoba"
93,23,442,8,341,"04-08-2020","Manitoba"
94,1,444,8,342,"05-08-2020","Manitoba"
118,24,474,8,348,"06-08-2020","Manitoba"
132,14,491,8,351,"07-08-2020","Manitoba"
148,16,507,8,351,"08-08-2020","Manitoba"
182,34,542,8,352,"09-08-2020","Manitoba"
196,14,558,8,354,"10-08-2020","Manitoba"
194,-2,562,8,360,"11-08-2020","Manitoba"
202,8,578,8,368,"12-08-2020","Manitoba"
218,16,603,8,377,"13-08-2020","Manitoba"
246,28,643,8,389,"14-08-2020","Manitoba"
208,-38,660,9,443,"15-08-2020","Manitoba"
204,-4,696,9,483,"16-08-2020","Manitoba"
231,27,730,9,490,"17-08-2020","Manitoba"
234,3,747,11,502,"18-08-2020","Manitoba"
222,-12,762,12,528,"19-08-2020","Manitoba"
246,24,795,12,537,"20-08-2020","Manitoba"
264,18,829,12,553,"21-08-2020","Manitoba"
289,25,871,12,570,"22-08-2020","Manitoba"
355,66,943,12,576,"23-08-2020","Manitoba"
394,39,992,12,586,"24-08-2020","Manitoba"
398,4,1017,13,606,"25-08-2020","Manitoba"
407,9,1042,13,622,"26-08-2020","Manitoba"
407,0,1064,14,643,"27-08-2020","Manitoba"
418,11,1096,14,664,"28-08-2020","Manitoba"
444,26,1151,14,693,"29-08-2020","Manitoba"
461,17,1185,14,710,"30-08-2020","Manitoba"
468,7,1213,14,731,"31-08-2020","Manitoba"
458,-10,1231,14,759,"01-09-2020","Manitoba"
454,-4,1244,14,776,"02-09-2020","Manitoba"
457,3,1264,16,791,"03-09-2020","Manitoba"
422,-35,1273,16,835,"04-09-2020","Manitoba"
426,4,1294,16,852,"05-09-2020","Manitoba"
408,-18,1322,16,898,"06-09-2020","Manitoba"
411,3,1337,16,910,"07-09-2020","Manitoba"
392,-19,1348,16,940,"08-09-2020","Manitoba"
402,10,1363,16,945,"09-09-2020","Manitoba"
360,-42,1378,16,1002,"10-09-2020","Manitoba"
287,-73,1393,16,1090,"11-09-2020","Manitoba"
238,-49,1410,16,1156,"12-09-2020","Manitoba"
239,1,1428,16,1173,"13-09-2020","Manitoba"
257,18,1449,16,1176,"14-09-2020","Manitoba"
269,12,1466,16,1181,"15-09-2020","Manitoba"
283,14,1489,16,1190,"16-09-2020","Manitoba"
293,10,1500,16,1191,"17-09-2020","Manitoba"
325,32,1540,16,1199,"18-09-2020","Manitoba"
330,5,1557,16,1211,"19-09-2020","Manitoba"
354,24,1586,16,1216,"20-09-2020","Manitoba"
363,9,1608,18,1227,"21-09-2020","Manitoba"
380,17,1632,18,1234,"22-09-2020","Manitoba"
418,38,1674,18,1238,"23-09-2020","Manitoba"
448,30,1710,19,1243,"24-09-2020","Manitoba"
487,39,1764,19,1258,"25-09-2020","Manitoba"
545,58,1829,19,1265,"26-09-2020","Manitoba"
589,44,1880,19,1272,"27-09-2020","Manitoba"
618,29,1919,20,1281,"28-09-2020","Manitoba"
606,-12,1953,20,1327,"29-09-2020","Manitoba"
599,-7,1993,20,1374,"30-09-2020","Manitoba"
621,22,2029,20,1388,"01-10-2020","Manitoba"
648,27,2068,21,1399,"02-10-2020","Manitoba"
673,25,2104,22,1409,"03-10-2020","Manitoba"
695,22,2139,23,1421,"04-10-2020","Manitoba"
738,43,2190,23,1429,"05-10-2020","Manitoba"
781,43,2246,24,1441,"06-10-2020","Manitoba"
802,21,2277,27,1448,"07-10-2020","Manitoba"
863,61,2344,27,1454,"08-10-2020","Manitoba"
933,70,2428,30,1465,"09-10-2020","Manitoba"
1017,84,2524,32,1475,"10-10-2020","Manitoba"
1063,46,2578,32,1483,"11-10-2020","Manitoba"
1131,68,2655,34,1490,"12-10-2020","Manitoba"
1248,117,2779,35,1496,"13-10-2020","Manitoba"
1374,126,2925,37,1514,"14-10-2020","Manitoba"
1527,153,3098,38,1533,"15-10-2020","Manitoba"
1582,55,3173,38,1553,"16-10-2020","Manitoba"
1648,66,3258,38,1572,"17-10-2020","Manitoba"
1675,27,3302,40,1587,"18-10-2020","Manitoba"
1742,67,3381,42,1597,"19-10-2020","Manitoba"
1746,4,3491,42,1703,"20-10-2020","Manitoba"
1774,28,3626,43,1809,"21-10-2020","Manitoba"
1806,32,3773,47,1920,"22-10-2020","Manitoba"
1855,49,3935,48,2032,"23-10-2020","Manitoba"
1922,67,4088,50,2116,"24-10-2020","Manitoba"
2053,131,4249,54,2142,"25-10-2020","Manitoba"
2116,63,4348,55,2177,"26-10-2020","Manitoba"
2237,121,4531,58,2236,"27-10-2020","Manitoba"
2334,97,4701,61,2306,"28-10-2020","Manitoba"
2409,75,4894,62,2423,"29-10-2020","Manitoba"
2737,328,5374,65,2572,"30-10-2020","Manitoba"
3007,270,5722,69,2646,"31-10-2020","Manitoba"
3255,248,6034,75,2704,"01-11-2020","Manitoba"
3455,200,6275,80,2740,"02-11-2020","Manitoba"
3495,40,6377,85,2797,"03-11-2020","Manitoba"
3771,276,6750,87,2892,"04-11-2020","Manitoba"
4165,394,7176,91,2920,"05-11-2020","Manitoba"
4285,120,7418,96,3037,"06-11-2020","Manitoba"
4460,175,7689,103,3126,"07-11-2020","Manitoba"
4849,389,8130,106,3175,"08-11-2020","Manitoba"
5152,303,8495,109,3234,"09-11-2020","Manitoba"
5389,237,8877,114,3374,"10-11-2020","Manitoba"
5676,287,9308,123,3509,"11-11-2020","Manitoba"
6027,351,9779,132,3620,"12-11-2020","Manitoba"
6305,278,10214,137,3772,"13-11-2020","Manitoba"
6410,105,10453,152,3891,"14-11-2020","Manitoba"
6715,305,10947,162,4070,"15-11-2020","Manitoba"
7010,295,11338,172,4156,"16-11-2020","Manitoba"
7104,94,11607,179,4324,"17-11-2020","Manitoba"
7385,281,12007,190,4432,"18-11-2020","Manitoba"
7628,243,12481,198,4655,"19-11-2020","Manitoba"
7859,231,12917,207,4851,"20-11-2020","Manitoba"
8009,150,13301,217,5075,"21-11-2020","Manitoba"
8119,110,13541,229,5193,"22-11-2020","Manitoba"
8494,375,14082,235,5353,"23-11-2020","Manitoba"
8678,184,14558,247,5633,"24-11-2020","Manitoba"
8756,78,14905,256,5893,"25-11-2020","Manitoba"
8845,89,15288,266,6177,"26-11-2020","Manitoba"
8864,19,15631,280,6487,"27-11-2020","Manitoba"
9024,160,16118,290,6804,"28-11-2020","Manitoba"
9171,147,16482,301,7010,"29-11-2020","Manitoba"
9259,88,16824,312,7253,"30-11-2020","Manitoba"
9066,-193,17107,328,7713,"01-12-2020","Manitoba"
8970,-96,17384,342,8072,"02-12-2020","Manitoba"
9127,157,17749,354,8268,"03-12-2020","Manitoba"
9171,44,18069,363,8535,"04-12-2020","Manitoba"
9114,-57,18423,382,8927,"05-12-2020","Manitoba"
9216,102,18806,395,9195,"06-12-2020","Manitoba"
5462,-3754,19131,407,13262,"07-12-2020","Manitoba"
5379,-83,19376,420,13577,"08-12-2020","Manitoba"
5347,-32,19654,438,13869,"09-12-2020","Manitoba"
5378,31,19945,451,14116,"10-12-2020","Manitoba"
5515,137,20390,465,14410,"11-12-2020","Manitoba"
5630,115,20750,483,14637,"12-12-2020","Manitoba"
5728,98,21023,490,14805,"13-12-2020","Manitoba"
5790,62,21263,499,14974,"14-12-2020","Manitoba"
5761,-29,21534,508,15265,"15-12-2020","Manitoba"
5797,36,21826,523,15506,"16-12-2020","Manitoba"
5829,32,22047,537,15681,"17-12-2020","Manitoba"
5597,-232,22392,547,16248,"18-12-2020","Manitoba"
5669,72,22630,555,16406,"19-12-2020","Manitoba"
5750,81,22859,568,16541,"20-12-2020","Manitoba"
5736,-14,23025,572,16717,"21-12-2020","Manitoba"
4382,-1354,23180,590,18208,"22-12-2020","Manitoba"
4426,44,23380,605,18349,"23-12-2020","Manitoba"
4486,60,23621,617,18518,"24-12-2020","Manitoba"
4486,0,23621,617,18518,"25-12-2020","Manitoba"
4486,0,23621,617,18518,"26-12-2020","Manitoba"
4488,2,24145,645,19012,"27-12-2020","Manitoba"
4442,-46,24252,654,19156,"28-12-2020","Manitoba"
4422,-20,24383,659,19302,"29-12-2020","Manitoba"
4444,22,24513,661,19408,"30-12-2020","Manitoba"
4504,60,24699,667,19528,"31-12-2020","Manitoba"
4504,0,24699,667,19528,"01-01-2021","Manitoba"
4558,54,25025,678,19789,"02-01-2021","Manitoba"
4461,-97,25126,683,19982,"03-01-2021","Manitoba"
4423,-38,25244,688,20133,"04-01-2021","Manitoba"
4418,-5,25365,695,20252,"05-01-2021","Manitoba"
4453,35,25534,705,20376,"06-01-2021","Manitoba"
4505,52,25741,717,20519,"07-01-2021","Manitoba"
4582,77,25963,726,20655,"08-01-2021","Manitoba"
4664,82,26166,733,20769,"09-01-2021","Manitoba"
4730,66,26317,737,20850,"10-01-2021","Manitoba"
3413,-1317,26448,740,22295,"11-01-2021","Manitoba"
3097,-316,26537,748,22692,"12-01-2021","Manitoba"
2926,-171,26693,753,23014,"13-01-2021","Manitoba"
2886,-40,26954,755,23313,"14-01-2021","Manitoba"
2905,19,27142,759,23478,"15-01-2021","Manitoba"
2986,81,27322,761,23575,"16-01-2021","Manitoba"
3081,95,27511,769,23661,"17-01-2021","Manitoba"
